author,affiliation
"ibrahim, ahmed a.",Chemistry Engineering Department
"al-fatesh, ahmed s.",Chemistry Engineering Department
"kumar, nadavala siva",Chemistry Engineering Department
"abasaeed, ahmed e.",Chemistry Engineering Department
"kasim, samsudeen olajide",Chemistry Engineering Department
"fakeeha, anis h.",Chemistry Engineering Department
"imran, muhammad",Computer Science Department
"al-makhadmeh, zafer",Computer Science Department
"tolba, amr",Computer Science Department
"tolba, amr",Computer Science Department
"al-makhadmeh, zafer",Computer Science Department
"alarifi, abdulaziz",Computer Science Department
"alzubi, ahmad ali",Computer Science Department
"alwadain, ayed",Computer Science Department
"alzubi, ahmad ali",Computer Science Department
"alarifi, abdulaziz",Computer Science Department
"alnumay, waleed",Computer Science Department
"alahmari, abdulrhman m.",Advanced Manufacturing Institute
"alarifi, abdulaziz",Computer Science Department
"tolba, amr",Computer Science Department
"syed, asad",Botany & Microbiology Department
"bahkali, ali h.",Botany & Microbiology Department
"elgorban, abdallah m.",Botany & Microbiology Department
"al-asbahi, bandar ali",Physics & Astronomy Department
"qaid, saif m. h.",Physics & Astronomy Department
"dwayyan, abdullah s. al al",Physics & Astronomy Department
"dwayyan, abdullah s. al al",King Abdullah Institute Nanotechnology
"ali, fekri abdulraqeb ahmed",Chemistry Engineering Department
"alhoshan, mansour",Chemistry Engineering Department
"al-masry, waheed a.",Chemistry Engineering Department
"alam, javed",King Abdullah Institute Nanotechnology
"shukla, arun kumar",King Abdullah Institute Nanotechnology
"abdo, basem m. a.",Advanced Manufacturing Institute
"atta, ayman m.",Chemistry Department
"khan, moonis ali",Chemistry Department
"siddiqui, masoom raza",Chemistry Department
"alshareef, shareefa ahmed",Chemistry Department
"meo, sultan ayoub",Physiology Department
"alanazi, abeer m.",Pharmacology & Toxicology Department
"fadda, laila",Pharmacology & Toxicology Department
"alhusaini, ahlam",Pharmacology & Toxicology Department
"ali, rehab a.",Pharmacology & Toxicology Department
"hasan, iman h.",Pharmacology & Toxicology Department
"ansari, mohammed ghouse ahmed",Riyadh Biochemistry Department
"sabico, shaun",Riyadh Biochemistry Department
"khattak, malak nawaz khan",Riyadh Biochemistry Department
"wani, kaiser",Riyadh Biochemistry Department
"amer, osama emam",Riyadh Biochemistry Department
"alokail, majed s.",Riyadh Biochemistry Department
"al-daghri, nasser m.",Riyadh Biochemistry Department
"al-musharaf, sara",Community Health Department
"khan, imran ali",Clinical Lab Science Department
"al-makhadmeh, zafer",Computer Science Department
"tolba, amr",Computer Science Department
"al-basher, ghada",Zoology Department
"alsultan, nouf",Zoology Department
"alfaraj, saleh",Zoology Department
"ali, hayssam mohamed",Botany & Microbiology Department
"ali, m. ajmal",Botany & Microbiology Department
"ahmad, parvaiz",Botany & Microbiology Department
"abdel-daim, mohamed m.",Zoology Department
"okla, mohammad k.",Botany & Microbiology Department
"al-ghamdi, abdullah a.",Botany & Microbiology Department
"soufan, walid",Plant Production Department
"alqahtani, salman a.",Computer Engineering Department
"alhomiqani, waseem a.",Computer Engineering Department
"derhab, abdelouahid",Excellence Information Assurance Coeia Center
"barakat, assem",Chemistry Department
"alshahrani, saeed",Chemistry Department
"islam, mohammad shahidul",Chemistry Department
"ali, m.",Chemistry Department
"al-majid, abdullah mohammed",Chemistry Department
"sherif, el-sayed m.",Mechanical Engineering Department
"abdo, hany s.",Excellence Research Engineering Material Center
"muddassir, mohd",Chemistry Department
"khan, rais ahmad",Chemistry Department
"jaafar, mohammed",Chemistry Department
"alsalme, a.",Chemistry Department
"wabaidur, saikh mohammad",Chemistry Department
"alqahtani, mohammed",Prosthetic Dental Science Department
"al-basher, ghada",Zoology Department
"abdel-daim, mohamed m.",Zoology Department
"almeer, rafa s.",Zoology Department
"mujamammi, ahmed",Pathology Department
"sabi, essa m.",Pathology Department
"meo, sultan ayoub",Physiology Department
"alhowikan, abdulrahman mohammed",Physiology Department
"al-khlaiwi, thamir",Physiology Department
"meo, i. m.",Physiology Department
"halepoto, d. m.",Physiology Department
"iqbal, muhammad",Physiology Department
"usmani, a. m.",Strategic Center Diabetes Research
"hajjar, w.",Thoracic Surgery Department
"alismail, ayman",Physics & Astronomy Department
"azzeer, abdallah m.",Physics & Astronomy Department
"mansour, lamjed",Zoology Department
"hossain, m. shamim",Software Engineering Department
"muhammad, ghulam",Computer Engineering Department
"garayev, mubariz t.",Mathematics Department
"bouzeffour, fethi",Mathematics Department
"jedidi, wissem",Statistics & Or Department
"deshmukh, sharief",Mathematics Department
"samet, bessem",Mathematics Department
"mahmoud, ahmed h.",Zoology Department
"ebaid, hossam",Zoology Department
"komany, ahmed",Zoology Department
"sammour, reda h.",Botany & Microbiology Department
"abdel-daim, mohamed m.",Zoology Department
"syed, asad",Botany & Microbiology Department
"bahkali, ali h.",Botany & Microbiology Department
"elgorban, abdallah m.",Botany & Microbiology Department
"mahmoud, ahmed hossam",Zoology Department
"al-fotawi, randa",Oral & Maxillofacial Surgery Department
"premnath, sangitha",Oral & Maxillofacial Surgery Department
"muthurangan, manikandan",Anat Department
"siyal, abdulaziz",Anat Department
"al-fayez, mussad",Anat Department
"mahmood, amer",Anat Department
"hassan, mohammad mehedi",Information Systems Department
"amoon, mohammed",Computer Science Department
"altameem, torki",Computer Science Department
"altameem, ayman",Natural & Engineering Science Department
"fouad, h.",Applied Medical Science Department
"altameem, torki",Computer Science Department
"altameem, ayman",Natural & Engineering Science Department
"imran, muhammad",Computer Science Department
"alothman, ameerah",Computer Science Department
"al-salman, abdulmalik",Computer Science Department
"bintaleb, hind taleb",Information Technololgy Department
"al saaed, duaa",Information Technololgy Department
"moiduddin, khaja",Advanced Manufacturing Institute
"mian, syed hammad",Advanced Manufacturing Institute
"ameen, wadea",Advanced Manufacturing Institute
"alkhalefah, hisham",Advanced Manufacturing Institute
"mohammed, muneer khan",Advanced Manufacturing Institute
"umer, usama",Advanced Manufacturing Institute
"ameen, wadea",Industrial Engineering Department
"alshehri, sultan",Pharmaceutical Department
"imam, syed sarim",Pharmaceutical Department
"altamimi, mohammad a.",Pharmaceutical Department
"hussain, afzal",Pharmaceutical Department
"ahad, abdul",Pharmaceutical Department
"mandi, wael",Pharmaceutical Department
"arasu, mariadhas valan",Botany & Microbiology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"devanesan, s.",Physics & Astronomy Department
"almobarky, mohammed a.",Petroleum & Natural Gas Engineering Department
"ibrahim, yasser e.",Plant Protection Department
"saleh, amgad a.",Plant Protection Department
"bahkali, ali h.",Botany & Microbiology Department
"elgorban, abdallah m.",Botany & Microbiology Department
"abdel-wahab, mohamed a.",Botany & Microbiology Department
"alyousef, abdullah a.",Clinical Lab Science Department
"arshad, mohammed",Clinical Lab Science Department
"ahmad, naushad",Chemistry Department
"ahamad, tansir",Chemistry Department
"ahmad, naushad",Chemistry Department
"abudabos, alaeldein m.",Animal Production Department
"alabdullatif, abdulaziz",Animal Production Department
"suliman, gamal m.",Animal Production Department
"aljumaah, mashael r.",Botany & Microbiology Department
"alkhulaifi, manal mohammed",Botany & Microbiology Department
"ameen, fuad",Botany & Microbiology Department
"alharbi, naiyf s.",Botany & Microbiology Department
"kadaikunnan, shine",Botany & Microbiology Department
"khaled, jamal m.",Botany & Microbiology Department
"almanaa, taghreed n.",Botany & Microbiology Department
"alharbi, naiyf s.",Botany & Microbiology Department
"kadaikunnan, shine",Botany & Microbiology Department
"khaled, jamal m.",Botany & Microbiology Department
"almanaa, taghreed n.",Botany & Microbiology Department
"divakar, darshan devang",Dental Health Department
"dkhil, m. a.",Zoology Department
"al-shaebi, e.",Zoology Department
"al-quraishy, saleh",Zoology Department
"abdalla, o. a.",Plant Protection Department
"al-shahwan, i. m.",Plant Protection Department
"al-saleh, m. a.",Plant Protection Department
"amer, m. a.",Plant Protection Department
"mahmood, adeem",Chemistry Department
"khan, merajuddin",Chemistry Department
"alkhathlan, hamad z.",Chemistry Department
"khurshid, fowad",Clinical Pharmacology Department
"alomar, hussain a.",Clinical Pharmacology Department
"alsultan, mohammed s.",Clinical Pharmacology Department
"alqasim, abdulaziz",Clinical Lab Science Department
"alghamdi, malak",Pediatric Department
al khalifah,Pediatric Department
"al homyani, doua k.",Pediatric Department
"alkhamis, waleed h.",Obstet & Gynecology Department
"ekhzaimy, aishah",Medical Department
"el-wetidy, mohammad s.",College Medical Research Center
"kashour, tarek",Cardiology Department
"halwani, rabih",Pediatric Department
"alabdulkarim, saad a.",Industrial Engineering Department
"farhan, abdulsalam",Industrial Engineering Department
"ramadan, mohamed z.",Industrial Engineering Department
"alghadir, ahmad h.",Rehabilitation Research Chair
"iqbal, zaheen a.",Rehabilitation Research Chair
"gabr, sami a.",Rehabilitation Research Chair
"azer, samy a.",Medical Education Department
"amor, nabil",Zoology Department
"alagaili, abdulaziz n.",Zoology Department
"mohammed, osama b.",Zoology Department
"aldakheel, fahad m.",Clinical Lab Science Department
"aldakheel, fahad m.",Prince Sattam Bin Abdulaziz Research Chair Epidemiology &
"tolba, amr",Computer Science Department
"al-makhadmeh, zafer",Computer Science Department
"alarifi, abdulaziz",Computer Science Department
"alwadain, ayed",Computer Science Department
"alshebeili, saleh a.",Kacst Technololgy Innovat Center Radio Frequency & Photonics
"algahtani, farjah h.",Medical Department
"alqahtany, fatima s.",Medical Department
"bazi, yakoub",Computer Engineering Department
"zuair, mansour",Computer Engineering Department
"al rahhal, mohamad m.",Information Systems Department
"alharthi, nabeel h.",Mechanical Engineering Department
"karim, mohammad r.",Excellence Research Engineering Material Center
"abdel-daim, mohamed m.",Zoology Department
"alrezaki, abdulkarem",Zoology Department
"harrath, abdel halim",Zoology Department
"haider, sajjad",Chemical Engineering Department
"alghyamah, abdul-aziz a.",Chemical Engineering Department
"alrahlah, ali",Abdullah Bugshan Research Chair Dental & Oral Rehab
"khan, rawaiz",Abdullah Bugshan Research Chair Dental & Oral Rehab
"alrahlah, ali",Researchtorat Dental Science Department
"aljaloud, sulaiman o.",Exercise Physiology Department
"dewir, yaser hassan",Plant Production Department
"el-hendawy, salah",Plant Production Department
"barakat, assem",Chemistry Department
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"al-omar, mohamed a.",Pharmaceutical Chemistry Department
"alharbi, hamad f.",Mechanical Engineering Department
"alharthi, nabeel h.",Excellence Research Engineering Material Center
"alharthi, yahya s.",Electrical Engineering Department
"jammah, a.",Endocrinology Department
"aldubayan, khalid",Community Health Science Department
"alanazi, abdullah",Pharmaceutical Department
"alshehri, sultan",Pharmaceutical Department
"altamimi, mohammad",Pharmaceutical Department
"shakeel, faiyaz",Pharmaceutical Department
"ahmad, sheikh f.",Pharmacology & Toxicology Department
"ansari, mushtaq a.",Pharmacology & Toxicology Department
"nadeem, ahmed",Pharmacology & Toxicology Department
"bakheet, saleh a.",Pharmacology & Toxicology Department
"alqahtani, faleh",Pharmacology & Toxicology Department
"alhoshani, ali",Pharmacology & Toxicology Department
"alasmari, abdullah f.",Pharmacology & Toxicology Department
"alsaleh, nasser b.",Pharmacology & Toxicology Department
"attia, sabry m.",Pharmacology & Toxicology Department
"alothman, asma a.",Chemistry Department
"al-onazi, wedad a.",Chemistry Department
"almarhoon, zainab m.",Chemistry Department
"al-mohaimeed, amal m.",Chemistry Department
"alshehri, mona",Pharmaceutical Chemistry Department
"hefnawy, mohamed m.",Pharmaceutical Chemistry Department
"abuelizz, hatem a.",Pharmaceutical Chemistry Department
"alzamil, adeeba",Pharmaceutical Chemistry Department
"mohammed, mostafa",Pharmaceutical Chemistry Department
"alsaif, nawaf a.",Pharmaceutical Chemistry Department
"almehizia, abdulrahman a.",Pharmaceutical Chemistry Department
"alkahtani, hamad m.",Pharmaceutical Chemistry Department
"abounassif, mohammed",Pharmaceutical Chemistry Department
"abd-elgawad, ahmed m.",Plant Production Department
"dar, basharat",Plant Production Department
"al-rowaily, saud l.",Plant Production Department
