author,affiliation
"chan, clement t. y.",Medicine Engineering & Science Institute
"collins, james j.",Medicine Engineering & Science Institute
"chan, clement t. y.",Biological Engineering Department
"collins, james j.",Biological Engineering Department
"chan, clement t. y.",Synthetic Biological Center
"collins, james j.",Synthetic Biological Center
"collins, james j.",Synthetic Biological Center
"collins, james j.",Broad Institute
"polz, martin f.",Civil & Environmental Engineering Department
"xu, yanyan",Civil & Environmental Engineering Department
"colak, serdar",Civil & Environmental Engineering Department
"gonzalez, marta c.",Civil & Environmental Engineering Department
"lee, phil h.",Broad Institute
"chaffin, mark",Broad Institute
"loh, po-ru",Broad Institute
"lee, phil h.",Broad Institute
"okada, satoshi",Biological Engineering Department
"bartelle, benjamin b.",Biological Engineering Department
"li, nan",Biological Engineering Department
"lee, jiyoung j.",Biological Engineering Department
"rodriguez, elisenda",Biological Engineering Department
"melican, james",Biological Engineering Department
"jasanoff, alan",Biological Engineering Department
"breton-provencher, vincent",Brain & Cognitive Science Department
"sur, mriganka",Brain & Cognitive Science Department
"jasanoff, alan",Brain & Cognitive Science Department
"breton-provencher, vincent",Picower Institute
"sur, mriganka",Picower Institute
"jasanoff, alan",Nuclear Science & Engineering Department
"martin, adam c.",Biological Department
"burton, dennis r.",Ragon Institute
"rus, daniela",Computer Science & Artificial Intelligence Lab
"shapiro, rebecca s.",Biological Engineering Department
"collins, james j.",Biological Engineering Department
"shapiro, rebecca s.",Broad Institute
"collins, james j.",Broad Institute
"heckman, laurel m.",Chemical Department
"he, zhi",Chemical Department
"jamison, timothy f.",Chemical Department
"du, qingyang",Material Science & Engineering Department
"zhong, huikai",Material Science & Engineering Department
"zhang, yifei",Material Science & Engineering Department
"gu, tian",Material Science & Engineering Department
"hu, juejun",Material Science & Engineering Department
"kimerling, lionel c.",Material Science & Engineering Department
"michel, jurgen",Material Science & Engineering Department
"agarwal, anu",Material Science & Engineering Department
"rodd, nicholas l.",Theoretical Physical Lab
"slatyer, tracy r.",Theoretical Physical Lab
"brunner, d.",Plasma Science & Fusion Center
"kuang, a. q.",Plasma Science & Fusion Center
"labombard, brian",Plasma Science & Fusion Center
"terry, d. r.",Plasma Science & Fusion Center
"yu, xiangyao",Plasma Science & Fusion Center
"xia, yu",Plasma Science & Fusion Center
"sanchez, daniel",Plasma Science & Fusion Center
"rudolph, larry",Plasma Science & Fusion Center
"devadas, srinivas",Plasma Science & Fusion Center
"perakis, georgia",Plasma Science & Fusion Center
"warsinger, david m.",Mechanical Engineering Department
"tow, emily w.",Mechanical Engineering Department
"lienhard, john h.",Mechanical Engineering Department
"baumgartner, lorenz m.",Chemical Engineering Department
"coley, connor w.",Chemical Engineering Department
"reizman, brandon j.",Chemical Engineering Department
"gao, kevin w.",Chemical Engineering Department
"jensen, klavs f.",Chemical Engineering Department
"entekhabi, d.",Parsons Lab
"entekhabi, dara",Civil & Environmental Engineering Department
"gencer, emre",Civil & Environmental Engineering Department
"aslanyan, v.",Plasma Science & Fusion Center
"hubbard, a.",Plasma Science & Fusion Center
"wright, j. c.",Plasma Science & Fusion Center
"wukitch, s.",Plasma Science & Fusion Center
"geng, hong-zhang",Electrical Engineering & Computer Science Department
"wang, luda",Electrical Engineering & Computer Science Department
"kong, jing",Electrical Engineering & Computer Science Department
"wang, luda",Mechanical Engineering Department
"riesenfeld, samantha",Broad Institute
"shekhar, karthik",Broad Institute
"regev, aviv",Broad Institute
"schier, alexander f.",Broad Institute
"regev, aviv",Howard Hughes Medicine Institute
"earle, alissa m.",Earth Atmospheric & Planetary Science Department
"binzel, richard p.",Earth Atmospheric & Planetary Science Department
"damak, maher",Mechanical Engineering Department
"varanasi, kripa k.",Mechanical Engineering Department
"ono, shuhei",Earth Atmospheric & Planetary Science Department
"wang, david t.",Earth Atmospheric & Planetary Science Department
"peurifoy, john",Physical Department
"shen, yichen",Physical Department
"jing, li",Physical Department
"yang, yi",Physical Department
"joannopoulos, john d.",Physical Department
"tegmark, max",Physical Department
"soljacic, marin",Physical Department
"yang, yi",Electrical Engineering & Computer Science Department
"cano-renteria, fidel",Mathematics Department
"tan, tzer han",Physical Department
"li, junang",Physical Department
"fakhri, nikta",Physical Department
"chang, cui-zu",Francis Bitter Magnet Lab
"moodera, jagadeesh s.",Francis Bitter Magnet Lab
"moodera, jagadeesh s.",Physical Department
"moodera, jagadeesh s.",Plasma Science & Fusion Center
"turitsyn, konstantin",Mechanical Engineering Department
"tasan, cemal cem",Material Science & Engineering Department
"mehta, neha",Civil & Environmental Engineering Department
"kocar, benjamin d.",Civil & Environmental Engineering Department
"claudel, matthew",Urban Studies & Planning Department
"claudel, matthew",Innovation Science & Policy Lab
"claudel, matthew",Collective Intelligence Lab
"claudel, matthew",Collective Intelligence Lab
"odoni, amedeo r.",Collective Intelligence Lab
"amin, saurabh",Civil & Environmental Engineering Department
"shani, liron",Civil & Environmental Engineering Department
"mossel, elchanan",Civil & Environmental Engineering Department
"wald, lawrence l.",Health Science & Technology Division
"huang, susie y.",Health Science & Technology Division
"calabrese, michelle a.",Chemical Engineering Department
"prakash, n.",Electrical Research Lab
"medard, muriel",Electrical Research Lab
"gostjeva, e.",Electrical Research Lab
"mattoo, hamid",Ragon Institute
"pillai, s.",Ragon Institute
"rovati, l.",Ragon Institute
"della torre, e.",Ragon Institute
"lo, andrew w.",Ragon Institute
"ryu, hyunryul",Electrical Research Lab
"choi, kyungyong",Electrical Research Lab
"kwon, taehong",Electrical Research Lab
"han, jongyoon",Electrical Research Lab
"choi, kyungyong",Electrical Engineering & Computer Science Department
"kwon, taehong",Electrical Engineering & Computer Science Department
"han, jongyoon",Electrical Engineering & Computer Science Department
"han, jongyoon",Biological Engineering Department
"mossel, elchanan",Institute Data Systems & Society
"beland, laurent karim",Multiscale Material Science For Energy And Environment Lab
"siciliano, c. a.",Brain & Cognitive Science Department
"chen, x.",Brain & Cognitive Science Department
"wang, j.",Brain & Cognitive Science Department
"noamany, h.",Brain & Cognitive Science Department
"leow, y. n.",Brain & Cognitive Science Department
"kimchi, e. y.",Brain & Cognitive Science Department
"vander weele, c. m.",Brain & Cognitive Science Department
"tye, kay m.",Brain & Cognitive Science Department
"siciliano, c. a.",Brain & Cognitive Science Department
"chen, x.",Brain & Cognitive Science Department
"wang, j.",Brain & Cognitive Science Department
"noamany, h.",Brain & Cognitive Science Department
"leow, y. n.",Brain & Cognitive Science Department
"kimchi, e. y.",Brain & Cognitive Science Department
"vander weele, c. m.",Brain & Cognitive Science Department
"tye, kay m.",Brain & Cognitive Science Department
"mordret, aurelien",Earth Atmospheric & Planetary Science Department
"golos, e. m.",Earth Atmospheric & Planetary Science Department
"fang, h.",Earth Atmospheric & Planetary Science Department
"van der hilst, robert d.",Earth Atmospheric & Planetary Science Department
"khan, omar f.",David H Koch Institute Integrative Cancer Research
"kowalski, piotr s.",David H Koch Institute Integrative Cancer Research
"doloff, joshua c.",David H Koch Institute Integrative Cancer Research
"tsosie, jonathan k.",David H Koch Institute Integrative Cancer Research
"langer, robert",David H Koch Institute Integrative Cancer Research
"anderson, daniel g.",David H Koch Institute Integrative Cancer Research
"khan, omar f.",Chemical Engineering Department
"kowalski, piotr s.",Chemical Engineering Department
"doloff, joshua c.",Chemical Engineering Department
"langer, robert",Chemical Engineering Department
"anderson, daniel g.",Chemical Engineering Department
"bakthavatchalu, vasudevan",Division Comparative Medicine
"winn, caroline bodi",Division Comparative Medicine
"haupt, jennifer",Division Comparative Medicine
"jamiel, morgan s.",Division Comparative Medicine
"langer, robert",Division Health Science & Technology
"anderson, daniel g.",Division Health Science & Technology
"langer, robert",Medicine Engineering & Science Institute
"anderson, daniel g.",Medicine Engineering & Science Institute
"suleimanov, yury v.",Chemical Engineering Department
"tu, wei",Senseable City Lab
"ratti, carlo",Senseable City Lab
"belanger, daniel",Senseable City Lab
"zhang, xingcai",Senseable City Lab
"hacohen, nir",Broad Institute
"villani, a. -c.",Broad Institute
"landau-wells, marika",Brain & Cognitive Studies Department
"narang, vipin",Brain & Cognitive Studies Department
"fischer, michael m. j.",Brain & Cognitive Studies Department
"fischer, michael m. j.",Brain & Cognitive Studies Department
"degraff, michel",Brain & Cognitive Studies Department
"polimeni, jonathan r.",Health Science & Technology Division
"o'donnell-luria, a.",Broad Institute
"samocha, kaitlin",Broad Institute
"daly, mark j.",Broad Institute
"macarthur, daniel g.",Broad Institute
"kritzman, mark",Broad Institute
"agrawal, shreyash",Financial Engineering Lab
"azar, pablo d.",Financial Engineering Lab
"singh, taranjit",Financial Engineering Lab
"lo, andrew w.",Financial Engineering Lab
"mcgrath, timothy",Aeronautics & Astronaut Department
"stirling, leia",Aeronautics & Astronaut Department
"fineman, richard",Health Science & Technology Division
"stirling, leia",Institute Medicine Engineering Science
"zhu, zhe",Institute Medicine Engineering Science
"welsch, roy e.",Institute Medicine Engineering Science
"bautz, marshall w.",Kavli Astrophysics & Space Science Institute
"bulbul, esra",Kavli Astrophysics & Space Science Institute
"miller, eric d.",Kavli Astrophysics & Space Science Institute
"poterba, james",Kavli Astrophysics & Space Science Institute
"roghanian, ali",Koch Institute Integrative Cancer Research
"kim, s. e.",Brain & Cognitive Science Department
"lee, j. m.",Brain & Cognitive Science Department
"brown, jonathan",Brain & Cognitive Science Department
"ou, yumeng",Mathematics Department
"mao, tiaoyuan",Mathematics Department
"berwick, robert c.",Electrical Engineering & Computer Science Department
"couch, stephanie",Electrical Engineering & Computer Science Department
"estabrooks, leigh b.",Electrical Engineering & Computer Science Department
"stepner, michael",Economics Department
"laffleur, flavia",Koch Institute Integrative Cancer Research
"branan, kenyon",Linguistics & Philosophy Department
"hovestadt, volker",Broad Institute
"filbin, mariella g.",Broad Institute
"suva, mario l.",Broad Institute
"shalek, alex",Broad Institute
"hovestadt, volker",Broad Institute
"shaw, mckenzie l.",Broad Institute
"dewitt, john",Broad Institute
"groves, andrew",Broad Institute
