paper,title,author,affiliation,cite,year
3400,Photophysical and photocatalytic properties of structurally modified UiO-66,"Alloush, Ahmed M.",Carbon Capture and Sequestration Research Center,0,2020
2104,Enhancing CO(2)Adsorption Capacity and Cycling Stability of Mg-MOF-74,"Abuelyamen, Ahmed",Carbon Capture and Sequestration Research Center,0,2020
2104,Enhancing CO(2)Adsorption Capacity and Cycling Stability of Mg-MOF-74,"Ben-Mansour, R.",Carbon Capture and Sequestration Research Center,0,2020
3787,Poly aromatic hydrocarbon (naphthalene) conversion into value added chemical (tetralin): Activity and stability of MoP/AC catalyst,"Al-Maythalony, Bassem A.",Carbon Capture and Sequestration Research Center,4,2018
4093,Carbon dioxide capture in the presence of water by an amine-based crosslinked porous polymer,"Al-Maythalony, Bassem A.",Carbon Capture and Sequestration Research Center,14,2018
4607,A green sorbent for CO2 capture: alpha-cyclodextrin-based carbonate in DMSO solution,"Al-Maythalony, Bassem A.",Carbon Capture and Sequestration Research Center,6,2018
1239,Propene Adsorption-Chemisorption Behaviors on H-SAPO-34 Zeolite Catalysts at Different Temperatures,"Al-Maythalony, Bassem A.",Carbon Capture and Sequestration Research Center,1,2019
1557,A Microporous Organic Copolymer for Selective CO2 Capture under Humid Conditions,"Al-Maythalony, Bassem A.",Carbon Capture and Sequestration Research Center,5,2019
2129,Selectively capturing carbon dioxide from mixed gas streams using a new microporous organic copolymer,"Al-Maythalony, Bassem A.",Carbon Capture and Sequestration Research Center,1,2020
184,Aluminium-modified activated carbon as efficient adsorbent for cleaning of cationic dye in wastewater,"Kazeem, Taye Saheed",Chemical Engineering Department,24,2018
184,Aluminium-modified activated carbon as efficient adsorbent for cleaning of cationic dye in wastewater,"Lateef, Saheed A.",Chemical Engineering Department,24,2018
190,Synthesis of molybdenum cobalt nanocatalysts supported on carbon for hydrodesulfurization of liquid fuels,"Al-Hammadi, Saddam A.",Chemical Engineering Department,29,2018
213,Fluidizable Fe-Co/Ce-ZrO2 Catalysts for Steam Reforming of Toluene as a Tar Surrogate in Biomass Gasification,"Adnan, Muflih A.",Chemical Engineering Department,5,2018
213,Fluidizable Fe-Co/Ce-ZrO2 Catalysts for Steam Reforming of Toluene as a Tar Surrogate in Biomass Gasification,"Ajumobi, Oluwole O.",Chemical Engineering Department,5,2018
213,Fluidizable Fe-Co/Ce-ZrO2 Catalysts for Steam Reforming of Toluene as a Tar Surrogate in Biomass Gasification,"Adamu, Sagir",Chemical Engineering Department,5,2018
213,Fluidizable Fe-Co/Ce-ZrO2 Catalysts for Steam Reforming of Toluene as a Tar Surrogate in Biomass Gasification,"Muraza, Oki",Chemical Engineering Department,5,2018
213,Fluidizable Fe-Co/Ce-ZrO2 Catalysts for Steam Reforming of Toluene as a Tar Surrogate in Biomass Gasification,"Hossain, Mohammad M.",Chemical Engineering Department,5,2018
220,A Review on Recent Advances for Electrochemical Reduction of Carbon Dioxide to Methanol Using Metal-Organic Framework (MOF) and Non-MOF Catalysts: Challenges and Future Prospects,"Al-Rowaili, Fayez Nasir",Chemical Engineering Department,37,2018
220,A Review on Recent Advances for Electrochemical Reduction of Carbon Dioxide to Methanol Using Metal-Organic Framework (MOF) and Non-MOF Catalysts: Challenges and Future Prospects,"Shammakh, Mohammad S. Ba",Chemical Engineering Department,37,2018
226,Application of Central Composite Design to Optimize Culture Conditions of Chlorella vulgaris in a Batch Photobioreactor: An Efficient Modeling Approach,"Sulaiman, Kazeem O.",Chemical Engineering Department,7,2018
226,Application of Central Composite Design to Optimize Culture Conditions of Chlorella vulgaris in a Batch Photobioreactor: An Efficient Modeling Approach,"Hossain, Mohammad M.",Chemical Engineering Department,7,2018
226,Application of Central Composite Design to Optimize Culture Conditions of Chlorella vulgaris in a Batch Photobioreactor: An Efficient Modeling Approach,"Razzak, Shaikh A.",Chemical Engineering Department,7,2018
229,Date palm ash-MgAl-layered double hydroxide composite: sustainable adsorbent for effective removal of methyl orange and eriochrome black-T from aqueous phase,"Kazeem, Taye Saheed",Chemical Engineering Department,18,2018
229,Date palm ash-MgAl-layered double hydroxide composite: sustainable adsorbent for effective removal of methyl orange and eriochrome black-T from aqueous phase,"Al Harthi, Mamdouh A.",Chemical Engineering Department,18,2018
230,Enzymatic removal of protein fouling from self-assembled cellulosic nanofilms: experimental and modeling studies,"Onaizi, Sagheer A.",Chemical Engineering Department,2,2018
261,Microwave radiations effect on electrical and mechanical properties of poly (vinyl alcohol) and PVA/graphene nanocomposites,"Afzal, Hafiz Muhammad",Chemical Engineering Department,4,2018
261,Microwave radiations effect on electrical and mechanical properties of poly (vinyl alcohol) and PVA/graphene nanocomposites,"Al-Harthi, Mamdouh A.",Chemical Engineering Department,4,2018
266,Pyrolysis of high-ash sewage sludge: Thermo-kinetic study using TGA and artificial neural networks,"Farooq, Wasif",Chemical Engineering Department,28,2018
284,Poly(trimesoyl chloride-melamine) grafted on palygorskite for simultaneous ultra-trace removal of methylene blue and toxic metals,"Al-Hammadi, Saddam A.",Chemical Engineering Department,17,2018
284,Poly(trimesoyl chloride-melamine) grafted on palygorskite for simultaneous ultra-trace removal of methylene blue and toxic metals,Bassam Al-Absi,Chemical Engineering Department,17,2018
309,"Metallocene-Catalyzed Copolymerization of Ethylene and 1-Hexene in the Presence of Graphene/MgAl LDH Nanofiller: Effect on the Activity, SCB, and Thermal Stability","Daud, Muhammad",Chemical Engineering Department,1,2018
309,"Metallocene-Catalyzed Copolymerization of Ethylene and 1-Hexene in the Presence of Graphene/MgAl LDH Nanofiller: Effect on the Activity, SCB, and Thermal Stability","Shehzad, Farrukh",Chemical Engineering Department,1,2018
309,"Metallocene-Catalyzed Copolymerization of Ethylene and 1-Hexene in the Presence of Graphene/MgAl LDH Nanofiller: Effect on the Activity, SCB, and Thermal Stability","Al-Harthi, Mamdouh A.",Chemical Engineering Department,1,2018
310,Optimal Operation and Control of Four-Product Dividing-Wall (Kaibel) Distillation Column,"Shehzad, Farrukh",Chemical Engineering Department,4,2018
310,Optimal Operation and Control of Four-Product Dividing-Wall (Kaibel) Distillation Column,Mohammad Shamsuzzoha,Chemical Engineering Department,4,2018
310,Optimal Operation and Control of Four-Product Dividing-Wall (Kaibel) Distillation Column,"Housam, Binous",Chemical Engineering Department,4,2018
310,Optimal Operation and Control of Four-Product Dividing-Wall (Kaibel) Distillation Column,"Alshammari, Ammar M.",Chemical Engineering Department,4,2018
313,ZIF-based water-stable mixed-matrix membranes for effective CO2 separation from humid flue gas,"Ba-Shammakh, Mohammad S.",Chemical Engineering Department,3,2018
324,Stable Production of Gasoline-Ranged Hydrocarbons from Dimethyl Ether over Iron-Modified ZSM-22 Zeolite,"Jamil, Muhammad Ahmad",Chemical Engineering Department,6,2018
324,Stable Production of Gasoline-Ranged Hydrocarbons from Dimethyl Ether over Iron-Modified ZSM-22 Zeolite,"Muraza, Oki",Chemical Engineering Department,6,2018
324,Stable Production of Gasoline-Ranged Hydrocarbons from Dimethyl Ether over Iron-Modified ZSM-22 Zeolite,"Ahmed, Mohamed H. M.",Chemical Engineering Department,6,2018
324,Stable Production of Gasoline-Ranged Hydrocarbons from Dimethyl Ether over Iron-Modified ZSM-22 Zeolite,"Yamani, Zain H.",Chemical Engineering Department,6,2018
333,Electrocatalytic CO2 Reduction: From Homogeneous Catalysts to Heterogeneous-Based Reticular Chemistry,"Al-Omari, Abdulhadi A.",Chemical Engineering Department,10,2018
346,Separation performance of CO2 by hybrid membrane comprising nanoporous carbide derived carbon,"Najimu, Musa O.",Chemical Engineering Department,1,2018
346,Separation performance of CO2 by hybrid membrane comprising nanoporous carbide derived carbon,"Aljundi, Isam H.",Chemical Engineering Department,1,2018
348,Biomass and Lipid Productivity of Neochloris oleoabundans for CO2 Biofixation and Biodiesel Application,"Shaikh, Abdur Razzak",Chemical Engineering Department,1,2018
352,Effect of thermal aging and electrolyte on bentonite dispersions: Rheology and morphological properties,"Ahmad, Hafiz Mudaser",Chemical Engineering Department,16,2018
352,Effect of thermal aging and electrolyte on bentonite dispersions: Rheology and morphological properties,"Al-Harthi, Mamdouh A.",Chemical Engineering Department,16,2018
353,Simultaneous sorption of dyes and toxic metals from waters using synthesized titania-incorporated polyamide,"Al-Hammadi, Saddam A.",Chemical Engineering Department,21,2018
355,Producing Biodiesel from Waste Cooking Oil with Catalytic Membrane Reactor: Process Design and Sensitivity Analysis,"Muraza, Oki",Chemical Engineering Department,5,2018
361,Pursuit of efficient CO2-capture membranes: graphene oxide- and MOF-integrated Ultrason((R)) membranes,"Ba-Shammakh, Mohammad S.",Chemical Engineering Department,5,2018
371,Polyelectrolyte complex coacervation: Effects of concentration asymmetry,"Alsaifi, Nayef M.",Chemical Engineering Department,0,2018
382,Integrated liquid fuel based chemical looping combustion - parametric study for efficient power generation and CO2 capture,"Adnan, Muflih A.",Chemical Engineering Department,4,2018
382,Integrated liquid fuel based chemical looping combustion - parametric study for efficient power generation and CO2 capture,"Quddus, Mohammad R.",Chemical Engineering Department,4,2018
382,Integrated liquid fuel based chemical looping combustion - parametric study for efficient power generation and CO2 capture,"Hossain, Mohammad M.",Chemical Engineering Department,4,2018
417,Vegetable Oil to Biolubricants: Review on Advanced Porous Catalysts,"Muraza, Old",Chemical Engineering Department,10,2018
420,Quantitative risk assessment of offshore carbon dioxide injection system considering seismic effects,"Ahmed, Usama",Chemical Engineering Department,3,2018
433,Influence of Reaction Temperature on the Interpretation of Delplots for the Parallel-Series Reaction Network,"Abo-Ghander, Nabeel S.",Chemical Engineering Department,2,2018
492,Bentonite-layered double hydroxide composite for enhanced aqueous adsorption of Eriochrome Black T,"Kazeem, Taye Saheed",Chemical Engineering Department,25,2018
492,Bentonite-layered double hydroxide composite for enhanced aqueous adsorption of Eriochrome Black T,"Al-Harthi, Mamdouh A.",Chemical Engineering Department,25,2018
497,Multiobjective optimization of microalgae (Chlorella sp.) growth in a photobioreactor using Box-Behnken design approach,"Razzak, Shaikh A.",Chemical Engineering Department,7,2018
