paper,title,author,affiliation,cite,year,collabs
244,Geometric constraints during epithelial jamming,"martin, adam c.",Biological Department,41,2018,0
245,Global site-specific analysis of glycoprotein N-glycan processing,"burton, dennis r.",Ragon Institute,18,2018,0
246,"Design, fabrication and control of origami robots","rus, daniela",Computer Science & Artificial Intelligence Lab,70,2018,0
247,CRISPR-based genomic tools for the manipulation of genetically intractable microorganisms,"shapiro, rebecca s.",Biological Engineering Department,31,2018,1
248,Synthesis of Highly Substituted 2-Arylindoles via Copper-Catalyzed Coupling of Isocyanides and Arylboronic Acids,"heckman, laurel m.",Chemical Department,15,2018,0
249,Chip-scale broadband spectroscopic chemical sensing using an integrated supercontinuum source in a chalcogenide glass waveguide,"du, qingyang",Material Science & Engineering Department,36,2018,0
250,Robust cavity soliton formation with hybrid dispersion,"kimerling, lionel c.",Material Science & Engineering Department,4,2018,0
251,Comment on Characterizing the population of pulsars in the Galactic bulge with the Fermi large area telescope [arXiv:1705.00009v1],"rodd, nicholas l.",Theoretical Physical Lab,10,2018,0
252,Intermittent electron density and temperature fluctuations and associated fluxes in the Alcator C-Mod scrape-off layer,"brunner, d.",Plasma Science & Fusion Center,11,2018,0
253,Sundial: Harmonizing Concurrency Control and Caching in a Distributed OLTP Database Management System,"yu, xiangyao",Plasma Science & Fusion Center,1,2018,0
254,Dynamic Pricing through Data Sampling,"perakis, georgia",Plasma Science & Fusion Center,2,2018,0
255,A review of polymeric membranes and processes for potable water reuse,"warsinger, david m.",Mechanical Engineering Department,111,2018,0
256,Optimum catalyst selection over continuous and discrete process variables with a single droplet microfluidic reaction platform,"baumgartner, lorenz m.",Chemical Engineering Department,20,2018,0
258,L-band vegetation optical depth seasonal metrics for crop yield assessment,"entekhabi, dara",Civil & Environmental Engineering Department,26,2018,0
259,"Toward supplying food, energy, and water demand: Integrated solar desalination process synthesis with power and hydrogen coproduction","gencer, emre",Civil & Environmental Engineering Department,15,2018,0
260,"Sub-millisecond electron density profile measurement at the JET tokamak with the fast lithium beam emission spectroscopy system (vol 89, 043509, 2018)","aslanyan, v.",Plasma Science & Fusion Center,0,2018,0
261,Carbon nanotube-based flexible electrothermal film heaters with a high heating rate,"geng, hong-zhang",Electrical Engineering & Computer Science Department,15,2018,1
262,Single-cell reconstruction of developmental trajectories during zebrafish embryogenesis,"riesenfeld, samantha",Broad Institute,148,2018,1
263,Dunes on Pluto,"earle, alissa m.",Earth Atmospheric & Planetary Science Department,34,2018,0
264,Electrostatically driven fog collection using space charge injection,"damak, maher",Mechanical Engineering Department,25,2018,0
265,Deep-biosphere methane production stimulated by geofluids in the Nankai accretionary complex,"ono, shuhei",Earth Atmospheric & Planetary Science Department,31,2018,0
266,Nanophotonic particle simulation and inverse design using artificial neural networks,"peurifoy, john",Physical Department,148,2018,2
267,Self-organized stress patterns drive state transitions in actin cortices,"tan, tzer han",Physical Department,15,2018,0
268,Dirac surface state-modulated spin dynamics in a ferrimagnetic insulator at room temperature,"chang, cui-zu",Francis Bitter Magnet Lab,8,2018,2
269,Entropy method of measuring and evaluating periodicity of quasi-periodic trajectories,"turitsyn, konstantin",Mechanical Engineering Department,2,2018,0
270,Comparative study of hydrogen embrittlement in stable and metastable high-entropy alloys,"tasan, cemal cem",Material Science & Engineering Department,31,2018,0
271,"Deciphering and Predicting Microscale Controls on Radon Production in Soils, Sediments and Rock","mehta, neha",Civil & Environmental Engineering Department,4,2018,0
272,From Organizations to Organizational Fields: The Evolution of Civic Innovation Ecosystems,"claudel, matthew",Urban Studies & Planning Department,3,2018,2
274,Bottleneck model with heterogeneous information,"amin, saurabh",Civil & Environmental Engineering Department,4,2018,0
275,Liquid Distinctions: Negotiating Boundaries Between Agriculture and the Environment in the Israeli Desert,"shani, liron",Civil & Environmental Engineering Department,2,2018,0
276,A PROOF OF THE BLOCK MODEL THRESHOLD CONJECTURE,"mossel, elchanan",Civil & Environmental Engineering Department,17,2018,0
277,A comprehensive diffusion MRI dataset acquired on the MGH Connectome scanner in a biomimetic brain phantom,"wald, lawrence l.",Health Science & Technology Division,0,2018,0
278,Detecting Branching in Wormlike Micelles via Dynamic Scattering Methods,"calabrese, michelle a.",Chemical Engineering Department,3,2018,0
279,Updating Content in Cache-Aided Coded Multicast,"prakash, n.",Electrical Research Lab,3,2018,0
280,MODELLING THE INTERACTION BETWEEN DISEASE MICROENVIRONMENT AND MESENCHYMAL STEM CELLS IN SCLERODERMA,"gostjeva, e.",Electrical Research Lab,0,2018,0
282,A CD8 ALPHA-NEGATIVE SUBSET OF CD4+SLAMF7+CYTOTOXIC T CELLS IS EXPANDED IN PATIENTS WITH IGG4-RELATED DISEASE AND DECREASES FOLLOWING GLUCOCORTICOID TREATMENT,"mattoo, hamid",Ragon Institute,0,2018,0
283,MERTK plus MONOCYTES ARE EXPANDED IN THE PERIPHERAL BLOOD OF PATIENTS WITH ACTIVE IGG4-RELATED DISEASE AND INFILTRATE AFFECTED ORGANS,"rovati, l.",Ragon Institute,0,2018,0
284,Hedge Fund Holdings and Stock Market Efficiency,"lo, andrew w.",Ragon Institute,8,2018,0
285,Label-free Neutrophil Enrichment from Patient-derived Airway Secretion Using Closed-loop Inertial Microfluidics,"ryu, hyunryul",Electrical Research Lab,1,2018,2
286,Invariance Principle on the Slice,"mossel, elchanan",Institute Data Systems & Society,1,2018,0
287,On the existence and origin of sluggish diffusion in chemically disordered concentrated alloys,"beland, laurent karim",Multiscale Material Science For Energy And Environment Lab,29,2018,0
288,CORTICAL-BRAINSTEM PROJECTIONS GATE COMPULSIVE ALCOHOL DRINKING,"siciliano, c. a.",Brain & Cognitive Science Department,0,2018,0
289,CORTICAL-BRAINSTEM PROJECTIONS GATE COMPULSIVE ALCOHOL DRINKING,"siciliano, c. a.",Brain & Cognitive Science Department,0,2018,0
290,Uncovering the Iceland Hot Spot Track Beneath Greenland,"mordret, aurelien",Earth Atmospheric & Planetary Science Department,10,2018,0
291,Shear Wave Tomography Beneath the United States Using a Joint Inversion of Surface and Body Waves,"golos, e. m.",Earth Atmospheric & Planetary Science Department,10,2018,0
292,Endothelial siRNA delivery in nonhuman primates using ionizable low-molecular weight polymeric nanoparticles,"khan, omar f.",David H Koch Institute Integrative Cancer Research,19,2018,4
293,Low temperature rates for key steps of interstellar gas-phase water formation,"suleimanov, yury v.",Chemical Engineering Department,8,2018,0
294,Do different datasets tell the same story about urban mobility - A comparative study of public transit and taxi usage,"tu, wei",Senseable City Lab,16,2018,0
295,Editorial Overview: Materials and characterization tools for electrochemical energy storage in batteries and electrochemical capacitors,"belanger, daniel",Senseable City Lab,0,2018,0
296,Facile synthesis of carbon dots with superior sensing ability,"zhang, xingcai",Senseable City Lab,16,2018,0
297,Defining the landscape of human skin mononuclear phagocytes using single-cell RNA sequencing,"hacohen, nir",Broad Institute,0,2018,0
304,Characterizing Signals Within Lesions and Mapping Brain Network Connectivity After Traumatic Axonal Injury: A 7 Tesla Resting-State FMRI Study,"polimeni, jonathan r.",Health Science & Technology Division,3,2018,0
305,"DE NOVO VARIANTS IN KMT2E, A CANDIDATE HAPLOINSUFFICIENT GENE, ARE A NOVEL CAUSE OF INTELLECTUAL DISABILITY","o'donnell-luria, a.",Broad Institute,0,2018,0
306,A Comparative Analysis of Performance Fees,"kritzman, mark",Broad Institute,0,2018,0
307,"Momentum, Mean-Reversion, and Social Media: Evidence from StockTwits and Twitter","agrawal, shreyash",Financial Engineering Lab,3,2018,0
308,An Auto-Calibrating Knee Flexion-Extension Axis Estimator Using Principal Component Analysis with Inertial Sensors,"mcgrath, timothy",Aeronautics & Astronaut Department,20,2018,2
311,Hitomi X-ray observation of the pulsar wind nebula G21.5-0.9,"bautz, marshall w.",Kavli Astrophysics & Space Science Institute,5,2018,0
312,Longitudinal determinants of end-of-life wealth inequality,"poterba, james",Kavli Astrophysics & Space Science Institute,2,2018,0
314,"New revelations from an old receptor: Immunoregulatory functions of the inhibitory Fc gamma receptor, FcRIIB (CD32B)","roghanian, ali",Koch Institute Integrative Cancer Research,4,2018,0
316,Electroencephalographic markers of brain development during sevoflurane anaesthesia in children up to 3 years old,"kim, s. e.",Brain & Cognitive Science Department,16,2018,0
317,A modulation invariant Carleson embedding theorem outside local L (2),"ou, yumeng",Mathematics Department,2,2018,0
318,Labels and roots,"mao, tiaoyuan",Mathematics Department,2,2018,0
319,Meaningful syntactic structure in songbird vocalizations?,"berwick, robert c.",Electrical Engineering & Computer Science Department,15,2018,0
320,ADDRESSING THE GENDER GAP AMONG PATENT HOLDERS THROUGH INVENTION EDUCATION POLICIES,"couch, stephanie",Electrical Engineering & Computer Science Department,5,2018,0
321,Data Resource Profile: The Canadian Hospitalization and Taxation Database ( C- HAT),"stepner, michael",Economics Department,2,2018,0
322,Nasal patches containing naphazoline for management of nasal impairments,"laffleur, flavia",Koch Institute Integrative Cancer Research,0,2018,0
326,ACTIVE CHROMATIN IN H3K27M DIPG REVEALS DISTINCT EPIGENETIC SUBTYPES AND SUBTYPE-SPECIFIC MECHANISMS OF PATHOGENESIS,"hovestadt, volker",Broad Institute,0,2018,0
327,RESOLVING TRANSCRIPTIONAL PROFILES IN BRAF-REARRANGED PILOCYTIC ASTROCYTOMA USING SINGLE CELL RNA SEQUENCING,"shalek, alex",Broad Institute,0,2018,0
330,SINGLE-CELL TRANSCRIPTOME ANALYSIS OF MEDULLOBLASTOMA,"hovestadt, volker",Broad Institute,0,2018,0
331,A 3D HYDROGEL CULTURE SYSTEM FACILITATES STUDY OF PRIMARY PEDIATRIC LOW-GRADE GLIOMA CELLS IN VITRO,"brown, alexander",Broad Institute,0,2018,0
332,"LIQUID BIOPSY DETECTION OF GENOMIC ALTERATIONS IN PEDIATRIC BRAIN TUMORS FROM CELL FREE DNA IN PERIPHERAL BLOOD, CSF, AND URINE","love, j. christopher",Broad Institute,0,2018,0
333,Electro-chemo-mechanical studies of perovskite-structured mixed ionic-electronic conducting SrSn1-xFexO3-x/2+delta Part III: Thermal and chemical expansion,"kim, chang sub",Material Science & Engineering Department,0,2018,1
334,Seismic Energy Analysis as Generated by Impact and Fragmentation of Single-Block Experimental Rockfalls,"salo, l.",Civil & Environmental Engineering Department,5,2018,0
335,Dynamics of sister chromatid resolution during cell cycle progression,"nuebler, johannes",Medicine Engineering & Science Institute,13,2018,0
337,Monolithic magneto-optical oxide thin films for on-chip optical isolation,"du, qingyang",Medicine Engineering & Science Institute,7,2018,1
338,Behavior and dynamics of bubble breakup in gas pipeline leaks and accidental subsea oil well blowouts,"adams, e. eric",Material Science & Engineering Department,14,2018,0
339,Age density patterns in patients medical conditions: A clustering approach,"alhasoun, fahad",Computational Engineering Lab,0,2018,1
341,Analysis of trends in experimental observables: Reconstruction of the implosion dynamics and implications for fusion yield extrapolation for direct-drive cryogenic targets on OMEGA,"frenje, j. a.",Plasma Science & Fusion Center,12,2018,0
342,Full-f version of GENE for turbulence in open-field-line systems,"pan, q.",Plasma Science & Fusion Center,13,2018,0
343,Reports of the AAAI 2017 Fall Symposium Series,"unhelkar, vaibhav v.",Plasma Science & Fusion Center,0,2018,0
