paper,title,author,affiliation,cite,year,collabs
223,Predictors of long-term outcomes of radiologically defined perianal fistulizing Crohn's disease treated with antitumor necrosis factor-alpha agents based on Parks' classification,"azzam, nahla",Gastroenterology Division,1,2020,0
224,Serial F-18-Fluorodeoxyglucose Positron Emission Tomography Imaging in a Patient With Giant Cell Myocarditis,"almufleh, aws",Cardiac Science Department,0,2020,0
225,A comparative study of extraction techniques for maximum recovery of beta-galactosidase from the yogurt bacterium Lactobacillus delbrueckii ssp. bulgaricus,"aljaloud, sulaiman o.",Exercise Physiology Department,0,2020,0
226,"Effects of Fennel Seed Powder Supplementation on Growth Performance, Carcass Characteristics, Meat Quality, and Economic Efficiency of Broilers under Thermoneutral and Chronic Heat Stress Conditions","hussein, el-sayed o. s.",Animal Production Department,4,2020,0
227,"Effect of Housing System and Rosemary and Cinnamon Essential Oils on Layers Performance, Egg Quality, Haematological Traits, Blood Chemistry, Immunity, and Antioxidant","elsadek, mohamed f.",Community Health Science Department,4,2020,0
228,Deagglomeration of Ultrafine Hydrophilic Nanopowder Using Low-Frequency Pulsed Fluidization,"al-ghurabi, ebrahim h.",Chemical Engineering Department,1,2020,1
229,Green Technology for Remediation of Water Polluted with Petroleum Crude Oil: Using of Eichhornia crassipes (Mart.) Solms Combined with Magnetic Nanoparticles Capped with Myrrh Resources of Saudi Arabia,"atta, ayman m.",Chemistry Department,1,2020,0
230,A SnO2/CeO2 Nano-Composite Catalyst for Alizarin Dye Removal from Aqueous Solutions,"amr, abd el-galil e.",Pharmaceutical Chemistry Department,2,2020,1
231,Stability and Dynamic Aggregation of Bare and Stabilized Zero-Valent Iron Nanoparticles under Variable Solution Chemistry,"ibrahim, hesham m.",Soil Science Department,2,2020,0
232,Nanofiber NiMoO4/g-C3N4 Composite Electrode Materials for Redox Supercapacitor Applications,"arunachalam, prabhakarn",Chemistry Department,6,2020,0
233,Celastrol Alleviates Gamma Irradiation-Induced Damage by Modulating Diverse Inflammatory Mediators,"alharbi, sulaiman ali",Botany & Microbiology Department,5,2020,0
235,Efficient Classification of Optical Modulation Formats Based on Singular Value Decomposition and Radon Transformation,"saif, waddah s.",Electrical Engineering Department,1,2020,0
237,Performance Improvement of PV Systems' aximu Power Point Tracker Based on a Scanning PSO Particle Strategy,"eltamaly, ali m.",Sustainable Energy Technololgy Center,0,2020,1
238,Deep Learning for EEG-Based Preference Classification in Neuromarketing,"aldayel, mashael",Information Systems Department,1,2020,1
239,Spinal Cord Segmentation in Ultrasound Medical Imagery,"al rahhal, mohamad m.",Information Systems Department,0,2020,3
240,Studies on the Antibacterial Influence of Two Ionic Liquids and their Corrosion Inhibition Performance,"sherif, el-sayed m.",Excellence Research Engineering Material Center,2,2020,0
241,"Antioxidant, Antimicrobial, Antidiabetic and Cytotoxic Activity of Crocus sativus L. Petals","rehman, muneeb u.",Clinical Pharmacology Department,0,2020,1
242,"Investigation of Cytotoxicity, Apoptosis, and Oxidative Stress Response of Fe3O4-RGO Nanocomposites in Human Liver HepG2 cells","ahamed, maqusood",King Abdullah Institute Nanotechnology,2,2020,0
243,"Novel Metformin-Based Schiff Bases: Synthesis, Characterization, and Antibacterial Evaluation","saeed, waseem sharaf",Chemistry Department,1,2020,0
244,"Modelling the Mechanical Attributes (Roughness, Strength, and Hardness) of Al-alloy A356 during Sand Casting","al-ahmari, abdulrahman",Industrial Engineering Department,2,2020,0
245,Incidence of Clostridium perfringens and its toxin genes in the gut of children with autism spectrum disorder,"alshammari, maryam k.",Botany & Microbiology Department,2,2020,1
246,Two Quasi-periodic Fast-propagating Magnetosonic Wave Events Observed in Active Region NOAA 11167,"elmhamdi, a.",Physics & Astronomy Department,0,2020,0
247,Modulating the ZnO NR shape to enhance the luminescence efficiency for optoelectronic applications,"bano, n.",Physics & Astronomy Department,0,2020,0
248,"Urban Development Modeling Using Integrated Fuzzy Systems, Ordered Weighted Averaging (OWA), and Geospatial Techniques","alamri, abdullah",Geology & Geophysics Department,3,2020,0
249,Modified Screen-Printed Potentiometric Sensors based on Man-Tailored Biomimetics for Diquat Herbicide Determination,"amr, abd el-galil e.",Pharmaceutical Chemistry Department,0,2020,0
250,"Knowledge, Attitudes, and Beliefs Regarding Drug Abuse and Misuse among Community Pharmacists in Saudi Arabia","alghadeer, sultan",Clinical Pharmacology Department,0,2020,0
251,Structural Features of Nucleoprotein CST/Shelterin Complex Involved in the Telomere Maintenance and Its Association with Disease Mutations,"alajmi, mohamed f.",Pharmacognosy Department,3,2020,0
252,Influence of SiO2 Content and Exposure Periods on the Anticorrosion Behavior of Epoxy Nanocomposite Coatings,"alam, mohammad asif",Excellence Research Engineering Material Cerem Center,4,2020,3
253,Effects of Double Diffusion Convection on Third Grade Nanofluid through a Curved Compliant Peristaltic Channel,"alolaiyan, hanan",Mathematics Department,7,2020,0
254,Heat Transfer Effect on Viscoelastic Fluid Used as a Coating Material for Wire with Variable Viscosity,"seikh, asiful h.",Excellence Research Engineering Material Center,0,2020,1
256,Effects of a 12-Month Intensive Lifestyle Monitoring Program in Predominantly Overweight/Obese Arab Adults with Prediabetes,"wani, kaiser",Biochemistry Department,3,2020,1
257,An Identity Authentication Method of a MIoT Device Based on Radio Frequency (RF) Fingerprint Technology,"alfarraj, osama",Computer Science Department,1,2020,0
258,Training Convolutional Neural Networks with Multi-Size Images and Triplet Loss for Remote Sensing Scene Classification,"al-makhadmeh, zafer",Computer Science Department,8,2020,0
259,Cold Atmospheric Plasma and Gold Quantum Dots Exert Dual Cytotoxicity Mediated by the Cell Receptor-Activated Apoptotic Pathway in Glioblastoma Cells,"wahab, rizwan",Zoology Department,1,2020,1
260,Beneficial Effects of Vanadium Additions on the Corrosion of Ti6AlxV Alloys in Chloride Solutions,"sherif, el-sayed m.",Mechanical Engineering Department,1,2020,1
261,Angiotensin III induces p38 Mitogen-activated protein kinase leading to proliferation of vascular smooth muscle cells,"alanazi, ahmed z.",Pharmacology & Toxicology Department,1,2020,0
262,Cymbopogon Citratus Functionalized Green Synthesis of CuO-Nanoparticles: Novel Prospects as Antibacterial and Antibiofilm Agents,"saquib, quaiser",Zoology Department,3,2020,1
263,Modified Potentiometric Screen-Printed Electrodes Based on Imprinting Character for Sodium Deoxycholate Determination,"amr, abd el-galil e.",Pharmaceutical Chemistry Department,2,2020,0
264,Dataset on the existence of andisols under aridic-hyperthermic environments in the harrats region of the Arabian Shield,"sulieman, magboul m.",Soil Science Department,0,2020,0
265,A Note on Ricci Solitons,"deshmukh, sharief",Mathematics Department,0,2020,0
266,Dual Solutions and Stability Analysis of a Hybrid Nanofluid over a Stretching/Shrinking Sheet Executing MHD Flow,"sherif, el-sayed m.",Mechanical Engineering Department,8,2020,0
267,Hydromagnetic Flow of Micropolar Nanofluid,"sherif, el-sayed m.",Mechanical Engineering Department,1,2020,1
268,Impact of Nonlinear Thermal Radiation on the Time-Dependent Flow of Non-Newtonian Nanoliquid over a Permeable Shrinking Surface,"sherif, el-sayed m.",Mechanical Engineering Department,0,2020,1
269,Mapping Paleohydrologic Features in the Arid Areas of Saudi Arabia Using Remote-Sensing Data,"abdalla, fathy",Science Research,2,2020,0
270,Unveiling the Potential of Novel Macrophytes for the Treatment of Tannery Effluent in Vertical Flow Pilot Constructed Wetlands,"seleiman, mahmoud f.",Plant Production Department,2,2020,0
271,Assessment of the Environmental Risk of Pesticides Leaching at the Watershed Scale under Arid Climatic Conditions and Low Recharge Rates,"ibrahim, hesham m.",Soil Science Department,0,2020,0
272,Dynamic Effects Arise Due to Consumers' Preferences Depending on Past Choices,"askar, sameh s.",Statistics & Operations Research Department,2,2020,0
273,Leveraging Blockchain Technology for Secure Energy Trading and Least-Cost Evaluation of Decentralized Contributions to Electrification in Sub-Saharan Africa,"almogren, ahmad",Computer Science Department,1,2020,1
274,Fabrication and physicochemical characterization of g-C3N4/ZnO composite with enhanced photocatalytic activity under visible light,"mohammad, faruq",Chemistry Department,6,2020,0
275,Mass Spectral Fragmentation of Pelargonium graveolens Essential Oil Using GC-MS Semi-Empirical Calculations and Biological Potential,"elansary, hosam o.",Plant Production Department,7,2020,0
276,"Antiproliferative, Antimicrobial, and Antifungal Activities of Polyphenol Extracts from Ferocactus Species","elansary, hosam o.",Plant Production Department,6,2020,0
277,Curcumin Prevents Cyclophosphamide-Induced Lung Injury in Rats by Suppressing Oxidative Stress and Apoptosis,"alharbi, sulaiman a.",Botany & Microbiology Department,0,2020,1
278,Application of a Liquid Biphasic Flotation (LBF) System for Protein Extraction from Persiscaria Tenulla Leaf,"naushad, mu.",Chemistry Department,0,2020,0
279,Reusable Mesh Signature Scheme for Protecting Identity Privacy of IoT Devices,"al-makhadmeh, zafer",Computer Science Department,9,2020,0
280,Smartphone Architecture for Edge-Centric IoT Analytics,"al-dhelaan, abdullah",Computer Science Department,0,2020,0
281,Synthesis of Lipase-Immobilized CeO2 Nanorods as Heterogeneous Nano-Biocatalyst for Optimized Biodiesel Production from Eruca sativa Seed Oil,"nehdi, imededdine arbi",Chemistry Department,0,2020,0
282,"Supermagnetic Nano-Bifunctional Catalyst from Rice Husk: Synthesis, Characterization and Application for Conversion of Used Cooking Oil to Biodiesel","nehdi, imededdine arbi",Chemistry Department,3,2020,0
283,Dry Reforming of Methane Using Ce-modified Ni Supported on 8%PO4 + ZrO2 Catalysts,"ibrahim, ahmed a.",Chemistry Engineering Department,0,2020,0
284,A Deep Learning-Based Framework for Automatic Brain Tumors Classification Using Transfer Learning,"imran, muhammad",Computer Science Department,14,2020,0
285,An Intelligence-Based Recurrent Learning Scheme for Optimal Channel Allocation and Selection in Device-to-Device Communications,"al-makhadmeh, zafer",Computer Science Department,5,2020,0
286,A Recurrent Learning Method Based on Received Signal Strength Analysis for Improving Wireless Sensor Localization,"tolba, amr",Computer Science Department,1,2020,0
287,Multimodal Learning Optimization for Enhancing Channel Usage in Wireless Communication,"alarifi, abdulaziz",Computer Science Department,0,2020,0
288,Machine Learning-Based Channel Analysis for User Concentric Optical Switching Networks,"alzubi, ahmad ali",Computer Science Department,0,2020,0
289,WEDM of Copper for the Fabrication of Large Surface-Area Micro-Channels: A Prerequisite for the High Heat-Transfer Rate,"alahmari, abdulrhman m.",Advanced Manufacturing Institute,2,2020,0
290,Visualization process assisted by the Eulerian video magnification algorithm for a heart rate monitoring system: mobile applications,"alarifi, abdulaziz",Computer Science Department,0,2020,0
291,UV-vis spectroscopic method for the sensitive and selective detection of mercury by silver nanoparticles in presence of alanine,"syed, asad",Botany & Microbiology Department,7,2020,0
292,Effect of Donor-Acceptor Concentration Ratios on Non-Radiative Energy Transfer in Zero-Dimensional Cs4PbBr6 Perovskite/MEH-PPV Nanocomposite Thin Films,"al-asbahi, bandar ali",Physics & Astronomy Department,1,2020,1
293,A Novel Approach to Optimize the Fabrication Conditions of Thin Film Composite RO Membranes Using Multi-Objective Genetic Algorithm II,"ali, fekri abdulraqeb ahmed",Chemistry Engineering Department,0,2020,2
294,Novel Superadsorbent Highly Porous Hydrogel Based on Arabic Gum and Acrylamide Grafts for Fast and Efficient Methylene Blue Removal,"atta, ayman m.",Chemistry Department,3,2020,0
295,Removal of Rhodamine B from Water Using a Solvent Impregnated Polymeric Dowex 5WX8 Resin: Statistical Optimization and Batch Adsorption Studies,"khan, moonis ali",Chemistry Department,7,2020,0
296,Cocoa Flavonoids Reduce Inflammation and Oxidative Stress in a Myocardial Ischemia-Reperfusion Experimental Model,"meo, sultan ayoub",Physiology Department,0,2020,0
